Sample	Lineage
HCOV-19_GREECE_20200404_EPI_ISL_434466	B.2
HCOV-19_GUANGDONG_20200115_EPI_ISL_403934	B.11
HCOV-19_GUANGDONG_20200121_EPI_ISL_428443	A
HCOV-19_GUANGDONG_20200121_EPI_ISL_428447	A
HCOV-19_GUANGDONG_20200124_EPI_ISL_428465	B.11
HCOV-19_GUANGDONG_20200126_EPI_ISL_428466	B.11
HCOV-19_GUANGDONG_20200126_EPI_ISL_428467	B.11
HCOV-19_GUANGDONG_20200126_EPI_ISL_428468	B.11
HCOV-19_GUANGDONG_20200127_EPI_ISL_428473	B.11
HCOV-19_GUANGDONG_20200128_EPI_ISL_428472	B.2
HCOV-19_GUANGDONG_20200128_EPI_ISL_428474	B.11
HCOV-19_GUANGDONG_20200128_EPI_ISL_428475	B.11
HCOV-19_GUANGDONG_20200129_EPI_ISL_428441	A
HCOV-19_GUANGDONG_20200130_EPI_ISL_413854	A
HCOV-19_GUANGDONG_20200130_EPI_ISL_413858	A
HCOV-19_GUANGDONG_20200130_EPI_ISL_413860	A
HCOV-19_GUANGDONG_20200130_EPI_ISL_428444	B.11
HCOV-19_GUANGDONG_20200130_EPI_ISL_428445	B.11
HCOV-19_GUANGDONG_20200131_EPI_ISL_413857	B.11
HCOV-19_GUANGDONG_20200201_EPI_ISL_413861	B.11
HCOV-19_GUANGDONG_20200201_EPI_ISL_413863	B.2
HCOV-19_GUANGDONG_20200206_EPI_ISL_428458	A
HCOV-19_GUANGZHOU_20200122_EPI_ISL_406533	B.11
HCOV-19_GUANGZHOU_20200127_EPI_ISL_429102	B.11
HCOV-19_GUANGZHOU_20200205_EPI_ISL_429080	B
HCOV-19_GUANGZHOU_20200207_EPI_ISL_429075	A
HCOV-19_GUANGZHOU_20200208_EPI_ISL_429090	A
HCOV-19_GUANGZHOU_20200208_EPI_ISL_429093	A
HCOV-19_GUANGZHOU_20200208_EPI_ISL_429094	A
HCOV-19_GUANGZHOU_20200225_EPI_ISL_414687	B.11
HCOV-19_GUANGZHOU_20200225_EPI_ISL_414692	B.11
HCOV-19_GUANGZHOU_20200227_EPI_ISL_414686	B.11
HCOV-19_HANGZHOU_20200120_EPI_ISL_421235	B.11
HCOV-19_HANGZHOU_20200121_EPI_ISL_421234	B.2
HCOV-19_HANGZHOU_20200122_EPI_ISL_418503	B.11
HCOV-19_HANGZHOU_20200122_EPI_ISL_421225	B.11
HCOV-19_HANGZHOU_20200125_EPI_ISL_415709	B.2
HCOV-19_HANGZHOU_20200125_EPI_ISL_416044	B.11
HCOV-19_HANGZHOU_20200128_EPI_ISL_416474	B.11
HCOV-19_HANGZHOU_20200202_EPI_ISL_416047	B.11
HCOV-19_HANGZHOU_20200203_EPI_ISL_416425	B.11
HCOV-19_HANGZHOU_20200203_EPI_ISL_418990	B.11
HCOV-19_HANGZHOU_20200204_EPI_ISL_418991	B.11
HCOV-19_HANGZHOU_20200314_EPI_ISL_421222	B.11
HCOV-19_HANGZHOU_20200315_EPI_ISL_421221	B.2
HCOV-19_HONGKONG_202001_EPI_ISL_434560	B.2
HCOV-19_HONGKONG_20200121_EPI_ISL_417064	B.11
HCOV-19_HONGKONG_20200122_EPI_ISL_412028	A
HCOV-19_HONGKONG_20200122_EPI_ISL_417443	A
HCOV-19_HONGKONG_20200122_EPI_ISL_434571	A
HCOV-19_HONGKONG_20200125_EPI_ISL_417178	B.11
HCOV-19_HONGKONG_20200127_EPI_ISL_434569	B.11
HCOV-19_HONGKONG_20200130_EPI_ISL_412029	B.2
HCOV-19_HONGKONG_20200201_EPI_ISL_412030	B.11
HCOV-19_HONGKONG_20200208_EPI_ISL_417187	B.2
HCOV-19_HONGKONG_20200209_EPI_ISL_414527	B.2
HCOV-19_HONGKONG_20200209_EPI_ISL_417185	B.2
HCOV-19_HONGKONG_20200209_EPI_ISL_417193	B.2
HCOV-19_HONGKONG_20200209_EPI_ISL_417197	B.2
HCOV-19_HONGKONG_20200209_EPI_ISL_418815	B.2
HCOV-19_HONGKONG_20200210_EPI_ISL_419215	B.2
HCOV-19_HONGKONG_20200211_EPI_ISL_419222	B.2
HCOV-19_HONGKONG_20200212_EPI_ISL_414569	B.2
HCOV-19_HONGKONG_20200213_EPI_ISL_419224	B.2
HCOV-19_HONGKONG_20200217_EPI_ISL_419228	B.11
HCOV-19_HONGKONG_20200219_EPI_ISL_419231	B.11
HCOV-19_HONGKONG_20200219_EPI_ISL_419232	B.2
HCOV-19_HONGKONG_20200224_EPI_ISL_419247	B.2
HCOV-19_HONGKONG_20200225_EPI_ISL_414517	B.2
HCOV-19_HUNGARY_20200320_EPI_ISL_435404	B.1
HCOV-19_HUNGARY_20200322_EPI_ISL_435406	B.1
HCOV-19_HUNGARY_20200322_EPI_ISL_435407	B.1
HCOV-19_HUNGARY_20200323_EPI_ISL_435420	B.1
HCOV-19_HUNGARY_20200325_EPI_ISL_435409	B.1
HCOV-19_HUNGARY_20200326_EPI_ISL_435410	B.1
HCOV-19_HUNGARY_20200327_EPI_ISL_435411	B.1
HCOV-19_HUNGARY_20200327_EPI_ISL_435416	B.3
HCOV-19_HUNGARY_20200327_EPI_ISL_435422	B.1
HCOV-19_HUNGARY_20200328_EPI_ISL_435429	B.1
HCOV-19_HUNGARY_20200330_EPI_ISL_435412	B.1
HCOV-19_HUNGARY_20200330_EPI_ISL_435413	B.1
HCOV-19_HUNGARY_20200330_EPI_ISL_435414	B.1
HCOV-19_HUNGARY_20200330_EPI_ISL_435415	B.1
HCOV-19_HUNGARY_20200330_EPI_ISL_435417	B.1
HCOV-19_HUNGARY_20200402_EPI_ISL_435418	B.1
HCOV-19_ICELAND_202003_EPI_ISL_424369	B.2
HCOV-19_ICELAND_202003_EPI_ISL_424370	B.1
HCOV-19_ICELAND_202003_EPI_ISL_424371	B.1
HCOV-19_ICELAND_202003_EPI_ISL_424534	B.1
HCOV-19_ICELAND_202003_EPI_ISL_424541	B.1
HCOV-19_ICELAND_202003_EPI_ISL_424548	B.2
HCOV-19_ICELAND_20200302_EPI_ISL_417800	B.1
HCOV-19_ICELAND_20200304_EPI_ISL_417715	B.1
HCOV-19_ICELAND_20200306_EPI_ISL_417684	B.1
HCOV-19_ICELAND_20200306_EPI_ISL_417852	B.1
HCOV-19_ICELAND_20200307_EPI_ISL_417855	B.1
HCOV-19_ICELAND_20200308_EPI_ISL_417728	B.1
HCOV-19_ICELAND_20200309_EPI_ISL_417861	B.1
HCOV-19_ICELAND_20200311_EPI_ISL_417690	B.1
HCOV-19_ICELAND_20200311_EPI_ISL_417871	A.1
HCOV-19_ICELAND_20200312_EPI_ISL_417696	B.2
HCOV-19_ICELAND_20200312_EPI_ISL_417713	B.1
HCOV-19_ICELAND_20200312_EPI_ISL_417735	B.1
HCOV-19_ICELAND_20200312_EPI_ISL_417787	B.1
HCOV-19_ICELAND_20200313_EPI_ISL_417711	B.1
HCOV-19_ICELAND_20200313_EPI_ISL_417744	B.1
HCOV-19_ICELAND_20200313_EPI_ISL_417796	B.1
HCOV-19_ICELAND_20200313_EPI_ISL_417797	B.1
HCOV-19_ICELAND_20200313_EPI_ISL_417798	B.1
HCOV-19_ICELAND_20200313_EPI_ISL_417803	B.1
HCOV-19_ICELAND_20200314_EPI_ISL_417659	B.2
HCOV-19_ICELAND_20200314_EPI_ISL_417663	B.1
HCOV-19_ICELAND_20200314_EPI_ISL_417725	B.1
HCOV-19_ICELAND_20200314_EPI_ISL_417758	B.1
HCOV-19_ICELAND_20200315_EPI_ISL_417666	B.23
HCOV-19_ICELAND_20200315_EPI_ISL_417667	B.23
HCOV-19_ICELAND_20200315_EPI_ISL_417680	B.1
HCOV-19_ICELAND_20200315_EPI_ISL_417700	B.1
HCOV-19_ICELAND_20200315_EPI_ISL_417712	B.1
HCOV-19_ICELAND_20200316_EPI_ISL_417551	B.1
HCOV-19_ICELAND_20200316_EPI_ISL_417553	B.18
HCOV-19_ICELAND_20200316_EPI_ISL_417563	B.1
HCOV-19_ICELAND_20200316_EPI_ISL_417618	A.1
HCOV-19_ICELAND_20200316_EPI_ISL_417672	B.2
HCOV-19_ICELAND_20200316_EPI_ISL_417706	B.1
HCOV-19_ICELAND_20200316_EPI_ISL_417709	B.1
HCOV-19_ICELAND_20200316_EPI_ISL_417743	B.1
HCOV-19_ICELAND_20200316_EPI_ISL_417750	B.2
HCOV-19_ICELAND_20200316_EPI_ISL_417752	B.1
HCOV-19_ICELAND_20200316_EPI_ISL_417754	B.1
HCOV-19_ICELAND_20200316_EPI_ISL_417762	A.1
HCOV-19_ICELAND_20200316_EPI_ISL_417763	B.1
HCOV-19_ICELAND_20200316_EPI_ISL_417823	B.1
HCOV-19_ICELAND_20200316_EPI_ISL_417825	B.2
HCOV-19_ICELAND_20200317_EPI_ISL_417538	B.1
HCOV-19_ICELAND_20200317_EPI_ISL_417540	B.2
HCOV-19_ICELAND_20200317_EPI_ISL_417544	B.2
HCOV-19_ICELAND_20200317_EPI_ISL_417556	B.1
HCOV-19_ICELAND_20200317_EPI_ISL_417561	B.1
HCOV-19_ICELAND_20200317_EPI_ISL_417566	B.1
HCOV-19_ICELAND_20200317_EPI_ISL_417571	B.1
HCOV-19_ICELAND_20200317_EPI_ISL_417572	B.1
HCOV-19_ICELAND_20200317_EPI_ISL_417576	B.18
HCOV-19_ICELAND_20200317_EPI_ISL_417577	A.1
HCOV-19_ICELAND_20200317_EPI_ISL_417580	B.2
HCOV-19_ICELAND_20200317_EPI_ISL_417581	B.1
HCOV-19_ICELAND_20200317_EPI_ISL_417582	B.1
HCOV-19_ICELAND_20200317_EPI_ISL_417584	B.2
HCOV-19_ICELAND_20200317_EPI_ISL_417592	B.1
HCOV-19_ICELAND_20200317_EPI_ISL_417595	B.1
HCOV-19_ICELAND_20200317_EPI_ISL_417603	B.2
HCOV-19_ICELAND_20200317_EPI_ISL_417609	B.1
HCOV-19_ICELAND_20200318_EPI_ISL_417615	A.1
HCOV-19_ICELAND_20200318_EPI_ISL_417619	B.1
HCOV-19_ICELAND_20200318_EPI_ISL_417639	B.1
HCOV-19_ICELAND_20200318_EPI_ISL_417644	B.1
HCOV-19_ICELAND_20200318_EPI_ISL_417653	B.2
HCOV-19_ICELAND_20200319_EPI_ISL_424380	B.1
HCOV-19_ICELAND_20200319_EPI_ISL_424381	B.2
HCOV-19_ICELAND_20200319_EPI_ISL_424383	B.1
HCOV-19_ICELAND_20200319_EPI_ISL_424384	B.1
HCOV-19_ICELAND_20200319_EPI_ISL_424389	B.1
HCOV-19_ICELAND_20200319_EPI_ISL_424390	B.1
HCOV-19_ICELAND_20200319_EPI_ISL_424391	B.1
HCOV-19_ICELAND_20200319_EPI_ISL_424398	B.1
HCOV-19_ICELAND_20200319_EPI_ISL_424400	B.1
HCOV-19_ICELAND_20200319_EPI_ISL_424411	B.1
HCOV-19_ICELAND_20200319_EPI_ISL_424413	B.1
HCOV-19_ICELAND_20200319_EPI_ISL_424415	B.1
HCOV-19_ICELAND_20200319_EPI_ISL_424425	B.1
HCOV-19_ICELAND_20200319_EPI_ISL_424436	A.1
HCOV-19_ICELAND_20200319_EPI_ISL_424438	B.2
HCOV-19_ICELAND_20200319_EPI_ISL_424440	B.1
HCOV-19_ICELAND_20200319_EPI_ISL_424441	B.2
HCOV-19_ICELAND_20200319_EPI_ISL_424443	B.1
HCOV-19_ICELAND_20200319_EPI_ISL_424445	B.2
HCOV-19_ICELAND_20200320_EPI_ISL_424449	B.1
HCOV-19_ICELAND_20200320_EPI_ISL_424455	B.11
HCOV-19_ICELAND_20200320_EPI_ISL_424459	B.1
HCOV-19_ICELAND_20200320_EPI_ISL_424462	A.1
HCOV-19_ICELAND_20200320_EPI_ISL_424465	B.1
HCOV-19_ICELAND_20200320_EPI_ISL_424466	B.1
HCOV-19_ICELAND_20200320_EPI_ISL_424467	B.1
HCOV-19_ICELAND_20200320_EPI_ISL_424472	B.3
HCOV-19_ICELAND_20200320_EPI_ISL_424474	B.1
HCOV-19_ICELAND_20200320_EPI_ISL_424480	B.2
HCOV-19_ICELAND_20200320_EPI_ISL_424484	B.1
HCOV-19_ICELAND_20200320_EPI_ISL_424491	B.1
HCOV-19_ICELAND_20200320_EPI_ISL_424496	B.1
HCOV-19_ICELAND_20200320_EPI_ISL_424502	B.3
HCOV-19_ICELAND_20200320_EPI_ISL_424503	B.2
HCOV-19_ICELAND_20200320_EPI_ISL_424507	B.2
HCOV-19_ICELAND_20200320_EPI_ISL_424529	B.1
HCOV-19_ICELAND_20200320_EPI_ISL_424530	B.1
HCOV-19_ICELAND_20200321_EPI_ISL_424525	B.1
HCOV-19_ICELAND_20200321_EPI_ISL_424528	B.1
HCOV-19_ICELAND_20200325_EPI_ISL_424545	B.1
HCOV-19_ICELAND_20200326_EPI_ISL_424562	B.1
HCOV-19_ICELAND_20200327_EPI_ISL_424557	B.2
HCOV-19_ICELAND_20200327_EPI_ISL_424564	B.2
HCOV-19_ICELAND_20200327_EPI_ISL_424571	B.1
HCOV-19_ICELAND_20200327_EPI_ISL_424574	B.1
HCOV-19_ICELAND_20200327_EPI_ISL_424577	B.23
HCOV-19_ICELAND_20200327_EPI_ISL_424582	B.1
HCOV-19_ICELAND_20200327_EPI_ISL_424597	B.1
HCOV-19_ICELAND_20200327_EPI_ISL_424602	B.1
HCOV-19_ICELAND_20200327_EPI_ISL_424604	B.1
HCOV-19_ICELAND_20200327_EPI_ISL_424613	B.1
HCOV-19_ICELAND_20200327_EPI_ISL_424614	B.1
HCOV-19_ICELAND_20200328_EPI_ISL_424581	B.23
HCOV-19_ICELAND_20200328_EPI_ISL_424584	B.1
HCOV-19_ICELAND_20200328_EPI_ISL_424588	B.1
HCOV-19_ICELAND_20200328_EPI_ISL_424591	B.1
HCOV-19_ICELAND_20200328_EPI_ISL_424593	B.1
HCOV-19_ICELAND_20200328_EPI_ISL_424595	B.1
HCOV-19_ICELAND_20200328_EPI_ISL_424606	B.2
HCOV-19_ICELAND_20200328_EPI_ISL_424622	B.1
HCOV-19_ICELAND_20200329_EPI_ISL_424555	B.2
HCOV-19_ICELAND_20200329_EPI_ISL_424556	B.2
HCOV-19_INDIA_2020_EPI_ISL_420544	B.1
HCOV-19_INDIA_20200127_EPI_ISL_413522	B.11
HCOV-19_INDIA_20200131_EPI_ISL_413523	A
HCOV-19_INDIA_20200301_EPI_ISL_431101	B.11
HCOV-19_INDIA_20200303_EPI_ISL_420543	B.1
HCOV-19_INDIA_20200310_EPI_ISL_421662	B.4
HCOV-19_INDIA_20200310_EPI_ISL_421663	B.4
HCOV-19_INDIA_20200310_EPI_ISL_421664	B.4
HCOV-19_INDIA_20200310_EPI_ISL_421665	B.4
HCOV-19_INDIA_20200310_EPI_ISL_421666	B.4
HCOV-19_INDIA_20200310_EPI_ISL_421667	B.4
HCOV-19_INDIA_20200310_EPI_ISL_421668	B.4
HCOV-19_INDIA_20200310_EPI_ISL_424361	B.4
HCOV-19_INDIA_20200310_EPI_ISL_424362	B.1
HCOV-19_INDIA_20200312_EPI_ISL_421669	B.4
HCOV-19_INDIA_20200312_EPI_ISL_421670	B.4
HCOV-19_INDIA_20200312_EPI_ISL_421671	B.4
HCOV-19_INDIA_20200312_EPI_ISL_421672	B.4
HCOV-19_INDIA_20200312_EPI_ISL_424363	B.4
HCOV-19_INDIA_20200313_EPI_ISL_435063	B.1
HCOV-19_INDIA_20200315_EPI_ISL_435101	B.4
HCOV-19_INDIA_20200315_EPI_ISL_435108	B.2
HCOV-19_INDIA_20200316_EPI_ISL_431103	B.6
HCOV-19_INDIA_20200316_EPI_ISL_435061	B.1
HCOV-19_INDIA_20200317_EPI_ISL_424364	B.1
HCOV-19_INDIA_20200317_EPI_ISL_435103	B.4
HCOV-19_INDIA_20200317_EPI_ISL_435105	B.4
HCOV-19_INDIA_20200318_EPI_ISL_435064	B.1
HCOV-19_INDIA_20200318_EPI_ISL_435066	B.1
HCOV-19_INDIA_20200318_EPI_ISL_435067	B.1
HCOV-19_INDIA_20200318_EPI_ISL_435068	B.1
HCOV-19_INDIA_20200318_EPI_ISL_435069	B.1
HCOV-19_INDIA_20200321_EPI_ISL_430464	B.1
HCOV-19_INDIA_20200325_EPI_ISL_435071	B.1
HCOV-19_INDIA_20200326_EPI_ISL_430466	B.1
HCOV-19_INDIA_20200328_EPI_ISL_430465	B.1
HCOV-19_INDIA_20200328_EPI_ISL_435074	B.6
HCOV-19_INDIA_20200328_EPI_ISL_435091	B.6
HCOV-19_INDIA_20200328_EPI_ISL_435097	B.6
HCOV-19_INDIA_20200329_EPI_ISL_435093	B.6
HCOV-19_INDIA_20200329_EPI_ISL_435094	B.6
HCOV-19_INDIA_20200329_EPI_ISL_435095	B.6
HCOV-19_INDIA_20200329_EPI_ISL_435096	B.6
HCOV-19_INDIA_20200329_EPI_ISL_435099	B.6
HCOV-19_INDIA_20200329_EPI_ISL_435100	B.6
HCOV-19_INDIA_20200330_EPI_ISL_435111	A.2
HCOV-19_INDIA_20200403_EPI_ISL_430467	B.1
HCOV-19_INDIA_20200405_EPI_ISL_426414	B.1
HCOV-19_INDIA_20200405_EPI_ISL_426415	B.1
HCOV-19_INDIA_20200407_EPI_ISL_435053	B.1
HCOV-19_INDIA_20200413_EPI_ISL_435050	B.1
HCOV-19_INDIA_20200413_EPI_ISL_435051	B.1
HCOV-19_INDIA_20200414_EPI_ISL_435054	B.1
HCOV-19_INDIA_20200422_EPI_ISL_435055	B.1
HCOV-19_INDONESIA_20200317_EPI_ISL_435281	B.11
HCOV-19_INDONESIA_20200319_EPI_ISL_435282	B.11
HCOV-19_INDONESIA_20200330_EPI_ISL_435283	B.11
HCOV-19_IRELAND_20200303_EPI_ISL_414586	B.1
HCOV-19_IRELAND_20200306_EPI_ISL_418516	B.1
HCOV-19_IRELAND_20200308_EPI_ISL_418580	B.1
HCOV-19_IRELAND_20200308_EPI_ISL_418581	B.1
HCOV-19_ISRAEL_202003_EPI_ISL_435289	B.1
HCOV-19_ITALY_20200129_EPI_ISL_410545	B.2
HCOV-19_ITALY_20200131_EPI_ISL_410546	B.2
HCOV-19_ITALY_20200301_EPI_ISL_417419	B.1
HCOV-19_ITALY_20200303_EPI_ISL_413489	B.1
HCOV-19_ITALY_20200304_EPI_ISL_424344	B.1
HCOV-19_ITALY_20200314_EPI_ISL_418255	B.1
HCOV-19_ITALY_20200317_EPI_ISL_418257	B.1
HCOV-19_ITALY_20200317_EPI_ISL_429227	B.1
HCOV-19_ITALY_20200318_EPI_ISL_420563	B
HCOV-19_ITALY_20200319_EPI_ISL_420564	B
HCOV-19_ITALY_20200319_EPI_ISL_420565	B.1
HCOV-19_ITALY_20200320_EPI_ISL_429228	B.1
HCOV-19_ITALY_20200321_EPI_ISL_420567	B.1
HCOV-19_ITALY_20200323_EPI_ISL_420568	B.1
HCOV-19_ITALY_20200323_EPI_ISL_420569	B.1
HCOV-19_ITALY_20200323_EPI_ISL_420583	B.1
HCOV-19_ITALY_20200324_EPI_ISL_429231	B.1
HCOV-19_ITALY_20200324_EPI_ISL_429232	B.1
HCOV-19_ITALY_20200324_EPI_ISL_435145	B.1
HCOV-19_ITALY_20200328_EPI_ISL_429236	B.1
HCOV-19_ITALY_20200407_EPI_ISL_435146	B.1
HCOV-19_ITALY_20200408_EPI_ISL_435147	B.1
HCOV-19_ITALY_20200408_EPI_ISL_435148	B.1
HCOV-19_ITALY_20200408_EPI_ISL_435150	B.1
HCOV-19_ITALY_20200408_EPI_ISL_435151	B.1
HCOV-19_ITALY_20200409_EPI_ISL_435152	B.1
HCOV-19_ITALY_20200409_EPI_ISL_435154	B.1
HCOV-19_JAPAN_202001_EPI_ISL_414511	B.11
HCOV-19_JAPAN_20200129_EPI_ISL_408665	A
HCOV-19_JAPAN_20200129_EPI_ISL_408669	B.11
HCOV-19_JAPAN_20200131_EPI_ISL_408666	A
HCOV-19_JAPAN_202002_EPI_ISL_434561	A
HCOV-19_JAPAN_20200201_EPI_ISL_418809	A
HCOV-19_JAPAN_20200214_EPI_ISL_420889	B.11
HCOV-19_JAPAN_20200215_EPI_ISL_416566	B.11
HCOV-19_JAPAN_20200215_EPI_ISL_416567	B.11
HCOV-19_JAPAN_20200215_EPI_ISL_416570	B.11
HCOV-19_JAPAN_20200215_EPI_ISL_416571	B.11
HCOV-19_JAPAN_20200215_EPI_ISL_416578	B.11
HCOV-19_JAPAN_20200215_EPI_ISL_416579	B.11
HCOV-19_JAPAN_20200215_EPI_ISL_416581	B.11
HCOV-19_JAPAN_20200215_EPI_ISL_416582	B.11
HCOV-19_JAPAN_20200215_EPI_ISL_416583	B.11
HCOV-19_JAPAN_20200215_EPI_ISL_416584	B.11
HCOV-19_JAPAN_20200216_EPI_ISL_416587	B.11
HCOV-19_JAPAN_20200216_EPI_ISL_416589	B.11
HCOV-19_JAPAN_20200216_EPI_ISL_416591	B.11
HCOV-19_JAPAN_20200216_EPI_ISL_416599	B.11
HCOV-19_JAPAN_20200216_EPI_ISL_416601	B.11
HCOV-19_JAPAN_20200216_EPI_ISL_416603	B.11
HCOV-19_JAPAN_20200216_EPI_ISL_416604	B.11
HCOV-19_JAPAN_20200216_EPI_ISL_416605	B.11
HCOV-19_JAPAN_20200217_EPI_ISL_416607	B.11
HCOV-19_JAPAN_20200217_EPI_ISL_416612	B.11
HCOV-19_JAPAN_20200217_EPI_ISL_416613	B.11
HCOV-19_JAPAN_20200217_EPI_ISL_416614	B.11
HCOV-19_JAPAN_20200217_EPI_ISL_416620	B.11
HCOV-19_JAPAN_20200217_EPI_ISL_416622	B.11
HCOV-19_JAPAN_20200217_EPI_ISL_416625	B.11
HCOV-19_JAPAN_20200217_EPI_ISL_416630	B.11
HCOV-19_JAPAN_20200217_EPI_ISL_416633	B.11
HCOV-19_JAPAN_202003_EPI_ISL_434562	B
HCOV-19_JAPAN_20200309_EPI_ISL_420890	B.12
HCOV-19_JAPAN_20200319_EPI_ISL_419308	B.1
HCOV-19_JAPAN_20200320_EPI_ISL_419300	B.1
HCOV-19_JAPAN_20200320_EPI_ISL_419306	B.1
HCOV-19_JIAN_20200126_EPI_ISL_421253	B.11
HCOV-19_JIAN_20200127_EPI_ISL_421256	B.2
HCOV-19_JIANGSU_20200123_EPI_ISL_411950	B.11
HCOV-19_JIANGSU_20200124_EPI_ISL_411952	B.11
HCOV-19_JINGZHOU_20200108_EPI_ISL_412459	B.11
HCOV-19_JORDAN_20200316_EPI_ISL_429993	B.1
HCOV-19_JORDAN_20200316_EPI_ISL_430002	B.1
HCOV-19_JORDAN_20200316_EPI_ISL_434516	B.2
HCOV-19_JORDAN_20200317_EPI_ISL_430001	B.1
HCOV-19_JORDAN_20200317_EPI_ISL_430014	B.2
HCOV-19_JORDAN_20200319_EPI_ISL_430007	B.1
HCOV-19_JORDAN_20200319_EPI_ISL_430011	B.2
HCOV-19_JORDAN_20200323_EPI_ISL_429996	B.1
HCOV-19_JORDAN_20200323_EPI_ISL_430006	B.1
HCOV-19_JORDAN_20200324_EPI_ISL_430015	B.2
HCOV-19_JORDAN_20200328_EPI_ISL_429998	A.5
HCOV-19_JORDAN_20200330_EPI_ISL_430000	B.2
HCOV-19_JORDAN_20200330_EPI_ISL_430012	B.1
HCOV-19_KAZAKHSTAN_20200301_EPI_ISL_435045	B.4
HCOV-19_KAZAKHSTAN_20200301_EPI_ISL_435046	B.1
HCOV-19_KAZAKHSTAN_20200301_EPI_ISL_435047	B.1
HCOV-19_KAZAKHSTAN_20200301_EPI_ISL_435048	A.2
HCOV-19_KOREA_20200130_EPI_ISL_425118	A
HCOV-19_KOREA_20200202_EPI_ISL_426168	A
HCOV-19_KOREA_20200205_EPI_ISL_426171	A
HCOV-19_KOREA_20200205_EPI_ISL_426180	A
HCOV-19_KOREA_20200209_EPI_ISL_426182	A
HCOV-19_KOREA_20200212_EPI_ISL_426187	A
HCOV-19_KOREA_20200218_EPI_ISL_427810	B.2
HCOV-19_KOREA_20200218_EPI_ISL_427811	B.2
HCOV-19_KOREA_20200218_EPI_ISL_427813	B.2
HCOV-19_KOREA_20200223_EPI_ISL_426163	A
HCOV-19_KOREA_20200227_EPI_ISL_420799	B.2
HCOV-19_KUWAIT_20200302_EPI_ISL_416458	B.4
HCOV-19_KUWAIT_20200302_EPI_ISL_416541	B.4
HCOV-19_KUWAIT_20200302_EPI_ISL_416542	B.4
HCOV-19_KUWAIT_20200302_EPI_ISL_416543	B.4
HCOV-19_LATVIA_202003_EPI_ISL_419691	B.1
HCOV-19_LATVIA_20200325_EPI_ISL_421653	B.1
HCOV-19_LATVIA_20200325_EPI_ISL_421654	B.11
HCOV-19_LATVIA_20200325_EPI_ISL_421656	B.3
HCOV-19_LATVIA_20200330_EPI_ISL_426287	B.1
HCOV-19_LATVIA_20200330_EPI_ISL_426288	B.1
HCOV-19_LATVIA_20200330_EPI_ISL_426289	B.1
HCOV-19_LUXEMBOURG_20200229_EPI_ISL_413593	B.1
HCOV-19_LUXEMBOURG_20200308_EPI_ISL_419578	B.1
HCOV-19_LUXEMBOURG_20200311_EPI_ISL_419587	B.1
HCOV-19_LUXEMBOURG_20200311_EPI_ISL_419590	B.1
HCOV-19_LUXEMBOURG_20200312_EPI_ISL_419563	B.1
HCOV-19_LUXEMBOURG_20200312_EPI_ISL_419595	B.1
HCOV-19_LUXEMBOURG_20200312_EPI_ISL_419596	B.1
HCOV-19_LUXEMBOURG_20200314_EPI_ISL_419568	B.1
HCOV-19_LUXEMBOURG_20200314_EPI_ISL_419579	B.1
HCOV-19_LUXEMBOURG_20200314_EPI_ISL_419586	B.1
HCOV-19_LUXEMBOURG_20200315_EPI_ISL_419564	B.1
HCOV-19_LUXEMBOURG_20200315_EPI_ISL_419583	B.1
HCOV-19_LUXEMBOURG_20200315_EPI_ISL_419589	B.1
HCOV-19_LUXEMBOURG_20200315_EPI_ISL_419597	B.1
HCOV-19_LUXEMBOURG_20200316_EPI_ISL_419593	B.1
HCOV-19_LUXEMBOURG_20200316_EPI_ISL_419594	B.1
HCOV-19_LUXEMBOURG_20200317_EPI_ISL_421735	A.2
HCOV-19_LUXEMBOURG_20200317_EPI_ISL_421738	B.1
HCOV-19_LUXEMBOURG_20200317_EPI_ISL_421743	B.1
HCOV-19_LUXEMBOURG_20200317_EPI_ISL_421745	B.1
HCOV-19_LUXEMBOURG_20200317_EPI_ISL_421750	B.1
HCOV-19_LUXEMBOURG_20200317_EPI_ISL_421757	B.1
HCOV-19_LUXEMBOURG_20200317_EPI_ISL_421759	B.1
HCOV-19_LUXEMBOURG_20200317_EPI_ISL_421761	B.1
HCOV-19_LUXEMBOURG_20200318_EPI_ISL_417527	B.1
HCOV-19_LUXEMBOURG_20200318_EPI_ISL_417529	B.1
HCOV-19_LUXEMBOURG_20200318_EPI_ISL_417530	B.1
HCOV-19_LUXEMBOURG_20200318_EPI_ISL_417532	B.1
HCOV-19_LUXEMBOURG_20200318_EPI_ISL_417533	B.1
HCOV-19_LUXEMBOURG_20200318_EPI_ISL_417534	B.1
HCOV-19_LUXEMBOURG_20200318_EPI_ISL_429750	B.1
HCOV-19_LUXEMBOURG_20200319_EPI_ISL_429718	B.1
HCOV-19_LUXEMBOURG_20200319_EPI_ISL_429724	B.1
HCOV-19_LUXEMBOURG_20200320_EPI_ISL_429735	B.1
HCOV-19_LUXEMBOURG_20200322_EPI_ISL_429729	B.1
HCOV-19_LUXEMBOURG_20200323_EPI_ISL_429766	B.1
HCOV-19_LUXEMBOURG_20200323_EPI_ISL_429776	B.1
HCOV-19_LUXEMBOURG_20200324_EPI_ISL_429758	B.1
HCOV-19_LUXEMBOURG_20200324_EPI_ISL_429777	B.1
HCOV-19_LUXEMBOURG_20200325_EPI_ISL_429767	B.1
HCOV-19_LUXEMBOURG_20200326_EPI_ISL_429746	B.1
